,Sentence #,Word,Tag
7531,135,unavailable,I-Vul
7532,135,on,I-Vul
7533,135,the,I-Vul
7534,135,session,I-Vul
7535,135,bus,I-Vul
7536,135,1,O
7537,135,which,O
7538,135,allows,O
7539,135,physically,B-Attacker
7540,135,proximate,I-Attacker
7541,135,attackers,I-Attacker
7542,135,to,O
7543,135,access,B-Impact
7544,135,an,I-Impact
7545,135,unattended,I-Impact
7546,135,workstation,I-Impact
7547,135,on,I-Impact
7548,135,which,I-Impact
7549,135,screen,I-Impact
7550,135,locking,I-Impact
7551,135,had,I-Impact
7552,135,been,I-Impact
7553,135,intended,I-Impact
7554,135,.,O
7555,136,Unspecified,B-VulType
7556,136,vulnerability,I-VulType
7557,136,in,O
7558,136,the,O
7559,136,Webesse,B-App
7560,136,E-Card,I-App
7561,136,(ws_ecard),B-AppAKA
7562,136,extension,B-AppVer
7563,136,1.0.2,I-AppVer
7564,136,and,I-AppVer
7565,136,earlier,I-AppVer
7566,136,for,O
7567,136,TYPO3,B-Platform
7568,136,allows,O
7569,136,remote,B-Attacker
7570,136,attackers,I-Attacker
7571,136,to,O
7572,136,obtain,B-Impact
7573,136,sensitive,I-Impact
7574,136,information,I-Impact
7575,136,via,O
7576,136,unknown,B-Vector
7577,136,vectors,I-Vector 
7578,136,.,O
7579,137,Cisco,B-Platform
7580,137,IOS,I-Platform
7581,137,before,B-PlatformVer
7582,137,15.0(1)XA,I-PlatformVer
7583,137,does,B-Vul
7584,137,not,I-Vul
7585,137,properly,I-Vul
7586,137,handle,I-Vul
7587,137,IRC,I-Vul
7588,137,traffic,I-Vul
7589,137,during,I-Vul
7590,137,a,I-Vul
7591,137,specific,I-Vul
7592,137,time,I-Vul
7593,137,period,I-Vul
7594,137,after,I-Vul
7595,137,an,I-Vul
7596,137,initial,I-Vul
7597,137,reload,I-Vul
7598,137,1,O
7599,137,which,O
7600,137,allows,O
7601,137,remote,B-Attacker
7602,137,attackers,I-Attacker
7603,137,to,O
7604,137,cause,O
7605,137,a,O
7606,137,denial,B-VulType
7607,137,of,I-VulType
7608,137,service,I-VulType
7609,137,(device reload),B-VulTypeAKA
7610,137,via,O
7611,137,an,O
7612,137,attempted,B-Vector
7613,137,connection,I-Vector
7614,137,to,I-Vector
7615,137,a,I-Vector
7616,137,certain,I-Vector
7617,137,IRC,I-Vector
7618,137,server,I-Vector
7619,137,1,O
7620,137,related,O
7621,137,to,O
7622,137,a,O
7623,137,"corrupted magic value,",B-VulTypeAKA 
7624,137,aka,O
7625,137,Bug,O
7626,137,ID,O
7627,137,CSCso05336,O
7628,137,.,O
7629,138,The,O
7630,138,Application-Level,B-Component
7631,138,Gateway,I-Component
7632,138,(ALG),B-ComponentAKA
7633,138,on,O
7634,138,the,O
7635,138,Apple,B-App
7636,138,Time,I-App
7637,138,Capsule,I-App
7638,138,1,O
7639,138,AirPort,B-App
7640,138,Extreme,I-App
7641,138,Base,I-App
7642,138,Station,I-App
7643,138,1,O
7644,138,and,O
7645,138,AirPort,B-App
7646,138,Express,I-App
7647,138,Base,I-App
7648,138,Station,I-App
7649,138,with,I-App
7650,138,firmware,I-App
7651,138,before,B-AppVer
7652,138,7.5.2,I-AppVer
7653,138,modifies,B-Vul
7654,138,PORT,I-Vul
7655,138,commands,I-Vul
7656,138,in,I-Vul
7657,138,incoming,I-Vul
7658,138,FTP,I-Vul
7659,138,traffic,I-Vul
7660,138,1,O
7661,138,which,O
7662,138,allows,O
7663,138,remote,B-Attacker
7664,138,attackers,I-Attacker
7665,138,to,O
7666,138,use,B-Impact
7667,138,the,I-Impact
7668,138,device's,I-Impact
7669,138,IP,I-Impact
7670,138,address,I-Impact
7671,138,for,I-Impact
7672,138,arbitrary,I-Impact
7673,138,intranet,I-Impact
7674,138,TCP,I-Impact
7675,138,traffic,I-Impact
7676,138,by,O
7677,138,leveraging,B-Vector
7678,138,write,I-Vector
7679,138,access,I-Vector
7680,138,to,O
7681,138,an,O
7682,138,intranet,B-Victim
7683,138,FTP,I-Victim
7684,138,server,I-Victim
7685,138,.,O
7686,139,Cisco,B-App
7687,139,Mediator,I-App
7688,139,Framework,I-App 
7689,139,1.5.1,B-AppVer
7690,139,before,I-AppVer
7691,139,1.5.1.build.14-eng,I-AppVer
7692,139,1,O
7693,139,2.2,B-AppVer
7694,139,before,I-AppVer
7695,139,2.2.1.dev.1,I-AppVer
7696,139,1,O
7697,139,and,O
7698,139,3.0,B-AppVer
7699,139,before,I-AppVer
7700,139,3.0.9.release.1,I-AppVer
7701,139,on,O
7702,139,the,O
7703,139,Cisco,B-Platform
7704,139,Network,I-Platform
7705,139,Building,I-Platform
7706,139,Mediator,I-Platform
7707,139,NBM-2400,B-PlatformVer
7708,139,and,O
7709,139,NBM-4800,B-PlatformVer
7710,139,and,O
7711,139,the,O 
7712,139,Richards-Zeta,B-Platform
7713,139,Mediator,I-Platform
7714,139,2500,B-PlatformVer
7715,139,has,B-Vul
7716,139,a,I-Vul
7717,139,default,I-Vul
7718,139,password,I-Vul
7719,139,for,I-Vul
7720,139,the,I-Vul
7721,139,administrative,I-Vul
7722,139,user,I-Vul
7723,139,account,I-Vul
7724,139,and,I-Vul
7725,139,unspecified,I-Vul
7726,139,other,I-Vul
7727,139,accounts,I-Vul
7728,139,1,O
7729,139,which,O
7730,139,makes,O
7731,139,it,O
7732,139,easier,O
7733,139,for,O
7734,139,remote,B-Attacker
7735,139,attackers,I-Attacker
7736,139,to,O
7737,139,obtain,B-Impact 
7738,139,privileged,I-Impact
7739,139,access,I-Impact
7740,139,1,O
7741,139,aka,O
7742,139,Bug,O
7743,139,ID,O
7744,139,CSCtb83495,O
7745,139,.,O
7746,140,SpectroSERVER,B-Component 
7747,140,in ,O
7748,140,Cabletron,B-App
7749,140,Spectrum,I-App
7750,140,Enterprise,I-App
7751,140,Manager,I-App
7752,140,5.0,B-AppVer
7753,140,installs,B-Vul
7754,140,a,I-Vul
7755,140,directory,I-Vul
7756,140,tree,I-Vul
7757,140,with,I-Vul
7758,140,insecure,I-Vul
7759,140,permissions,I-Vul
7760,140,which,O
7761,140,allows,O
7762,140,local,B-Attacker
7763,140,users,I-Attacker
7764,140,to,O
7765,140,replace,B-Impact
7766,140,a,I-Impact
7767,140,privileged,I-Impact
7768,140,executable,I-Impact
7769,140,(processd),I-Impact
7770,140,with,O
7771,140,a,O
7772,140,Trojan,B-Vector
7773,140,horse,I-Vector
7774,140,facilitating,I-Vector
7775,140,a,I-Vector
7776,140,root,I-Vector
7777,140,or,I-Vector
7778,140,Administrator,I-Vector
7779,140,compromise,I-Vector 
7780,141,Insecure,B-VulType 
7781,141,Permissions,I-VulType
7782,141,vulnerability,I-VulType
7783,141,found,O
7784,141,in,O
7785,141,Extplorer,B-App
7786,141,File,I-App
7787,141,manager,I-App
7788,141,eXtplorer,I-App
7789,141,v.2.1.15,B-AppVer
7790,141,allows,O
7791,141,a,O
7792,141,remote,B-Attacker
7793,141,attacker,I-Attacker
7794,141,to,O
7795,141,execute,B-Impact
7796,141,arbitrary,I-Impact
7797,141,code,I-Impact
7798,141,via,O
7799,141,the,O
7800,141,index.php,B-Component
7801,141,compenent,I-Component
7802,142,GSS-NTLMSSP,B-MINICOMPO
7803,142,a,I-MINICOMPO
7804,142,mechglue,I-MINICOMPO
7805,142,plugin,I-MINICOMPO
7806,142,for,O 
7807,142,the,O 
7808,142,GSSAPI,B-Component
7809,142,library,I-Component
7810,142,that,O
7811,142,implements,B-Setting
7812,142,NTLM,I-Setting
7813,142,authentication,I-Setting
7814,142,has,B-Vul
7815,142,an,I-Vul 
7816,142,out-of-bounds,I-Vul
7817,142,read,I-Vul
7818,142,when,I-Vul
7819,142,decoding,I-Vul
7820,142,target,I-Vul
7821,142,information,I-Vul
7822,142,prior,I-Vul
7823,142,to,I-Vul
7824,142,version,B-AppVer
7825,142,1.2.0.,I-AppVer
7826,142,The,B-Vul
7827,142,length,I-Vul
7828,142,of,I-Vul
7829,142,the,I-Vul
7830,142,`av_pair`,I-Vul
7831,142,is,I-Vul
7832,142,not,I-Vul
7833,142,checked,I-Vul
7834,142,properly,I-Vul
7835,142,for,I-Vul
7836,142,two,I-Vul
7837,142,of,I-Vul
7838,142,the,I-Vul
7839,142,elements,I-Vul
7840,142,which,I-Vul
7841,142,can,I-Vul
7842,142,trigger,I-Vul 
7843,142,an,I-Vul
7844,142,out-of-bound,I-Vul
7845,142,read,I-Vul 
7846,142,The,I-Vul
7847,142,out-of-bounds,I-Vul
7848,142,read,I-Vul
7849,142,can,I-Vul
7850,142,be,I-Vul
7851,142,triggered,I-Vul
7852,142,via,I-Vul
7853,142,the,I-Vul
7854,142,main,I-Vul
7855,142,`gss_accept_sec_context`,I-Vul
7856,142,entry,I-Vul
7857,142,point,I-Vul
7858,142,and,O
7859,142,could,O
7860,142,cause,O
7861,142,a,O
7862,142,denial-of-service,B-VulType
7863,142,if,O
7864,142,the,O
7865,142,memory,B-Vector
7866,142,is,I-Vector
7867,142,unmapped,I-Vector
7868,142,The,O
7869,142,issue,O
7870,142,is,O
7871,142,fixed,O
7872,142,in,O
7873,142,version,B-AppVer
7874,142,1.2.0.,I-AppVer
7875,143,In,O
7876,143,Splunk,B-App
7877,143,Enterprise,I-App
7878,143,versions,B-AppVer
7879,143,below,I-AppVer
7880,143,8.1.13,I-AppVer
7881,143,8.2.10,I-AppVer
7882,143,and,O
7883,143,9.0.4,I-AppVer
7884,143,the,O
7885,143,Ã¢â¬ËsendemailÃ¢â¬â¢,B-Component
7886,143,REST,I-Component
7887,143,API,I-Component
7888,143,endpoint,I-Component
7889,143,lets,O
7890,143,any,O
7891,143,authenticated,B-Attacker
7892,143,user,I-Attacker
7893,143,send,B-Vector
7894,143,an,I-Vector
7895,143,email,I-Vector
7896,143,as,I-Vector
7897,143,the,I-Vector
7898,143,Splunk,I-Vector
7899,143,instance,I-Vector
7900,143,.,O
7901,143,The,B-Impact
7902,143,endpoint,I-Impact
7903,143,is,I-Impact
7904,143,now,I-Impact
7905,143,restricted,I-Impact
7906,143,to,I-Impact
7907,143,the,I-Impact
7908,143,Ã¢â¬Ësplunk-system-userÃ¢â¬â¢,I-Impact
7909,143,account,I-Impact
7910,143,on,I-Impact
7911,143,the,I-Impact
7912,143,local,I-Impact
7913,143,instance,I-Impact
7914,143,.,O
7915,144,Windows,B-App
7916,144,Bluetooth,I-App
7917,144,Driver,I-App
7918,144,Elevation,O
7919,144,of,O 
7920,144,Privilege,B-VulType 
7921,144,Vulnerability,I-VulType
7922,146,Microsoft,B-App
7923,146,WDAC,I-App
7924,146,OLE,I-App
7925,146,DB,I-App
7926,146,provider,I-App
7927,146,for,O 
7928,146,SQL,B-VulType
7929,146,Server,I-VulType
7930,146,Remote,I-VulType
7931,146,Code,I-VulType
7932,146,Execution,I-VulType
7933,146,Vulnerability,I-VulType
7934,147,Adobe,B-App
7935,147,InDesign,I-App
7936,147,version,B-AppVer
7937,147,18.0,I-AppVer
7938,147,(and earlier),I-AppVer
7939,147,1,O
7940,147,17.4,B-AppVer
7941,147,(and earlier),I-AppVer
7942,147,are,O
7943,147,affected,O
7944,147,by,O
7945,147,an,O
7946,147,out-of-bounds,B-VulType
7947,147,read,I-VulType
7948,147,vulnerability,I-VulType
7949,147,that,O
7950,147,could,O
7951,147,lead,O
7952,147,to,O
7953,147,disclosure,B-Vul
7954,147,of,I-Vul
7955,147,sensitive,I-Vul
7956,147,memory,I-Vul
7957,147,.,I-Vul
7958,147,An,O
7959,147,attacker,B-Attacker
7960,147,could,O
7961,147,leverage,O
7962,147,this,O
7963,147,vulnerability,O
7964,147,to,O
7965,147,bypass,B-Impact
7966,147,mitigations,I-Impact
7967,147,such,O
7968,147,as,O
7969,147,ASLR,B-Victim
7970,147,.,O
7971,147,Exploitation,O
7972,147,of,O
7973,147,this,O
7974,147,issue,O
7975,147,requires,O
7976,147,user,O
7977,147,interaction,O
7978,147,in,O
7979,147,that,O
7980,147,a,O
7981,147,victim,O
7982,147,must,O
7983,147,open,O
7984,147,a,O
7985,147,malicious,O
7986,147,file,O
7987,147,.,O
